row_id,order_id,order_date,ship_date,segment,category,sub_category,product_name,region,state,city,sales,profit,discount,quantity,month,discount_bucket
1192,CA-2017-117212,2017-02-26,2017-02-28,Home Office,Office Supplies,Paper,Xerox 1908,West,California,Los Angeles,223.92,109.72,0.0,4,2017-02,0%
1193,CA-2017-117212,2017-02-26,2017-02-28,Home Office,Office Supplies,Paper,Xerox 1924,West,California,Los Angeles,23.12,11.33,0.0,4,2017-02,0%
1194,US-2015-130519,2015-09-15,2015-09-15,Corporate,Office Supplies,Paper,Xerox 21,South,Florida,Coral Springs,15.55,5.44,0.2,3,2015-09,10-20%
1195,US-2015-130519,2015-09-15,2015-09-15,Corporate,Furniture,Furnishings,Ultra Door Push Plate,South,Florida,Coral Springs,15.71,2.55,0.2,4,2015-09,10-20%
1196,US-2015-130519,2015-09-15,2015-09-15,Corporate,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",South,Florida,Coral Springs,24.67,2.16,0.2,2,2015-09,10-20%
1197,US-2015-130519,2015-09-15,2015-09-15,Corporate,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",South,Florida,Coral Springs,55.97,-2.1,0.2,1,2015-09,10-20%
1198,CA-2016-130946,2016-04-08,2016-04-12,Consumer,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,Texas,Houston,431.93,64.79,0.2,9,2016-04,10-20%
1199,CA-2016-130946,2016-04-08,2016-04-12,Consumer,Furniture,Chairs,Global Chrome Stack Chair,Central,Texas,Houston,95.98,-4.11,0.3,4,2016-04,>20%
1200,CA-2016-130946,2016-04-08,2016-04-12,Consumer,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,Central,Texas,Houston,1088.79,-1850.95,0.8,4,2016-04,>20%
1201,CA-2016-114727,2016-07-18,2016-07-24,Corporate,Furniture,Chairs,Hon GuestStacker Chair,West,Colorado,Denver,544.01,40.8,0.2,3,2016-07,10-20%
1202,CA-2016-114727,2016-07-18,2016-07-24,Corporate,Office Supplies,Binders,Round Ring Binders,West,Colorado,Denver,1.87,-1.44,0.7,3,2016-07,>20%
1203,CA-2016-114727,2016-07-18,2016-07-24,Corporate,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,West,Colorado,Denver,854.35,10.68,0.2,3,2016-07,10-20%
1204,CA-2016-114727,2016-07-18,2016-07-24,Corporate,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",West,Colorado,Denver,593.57,0.0,0.2,2,2016-07,10-20%
1205,CA-2016-114727,2016-07-18,2016-07-24,Corporate,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",West,Colorado,Denver,338.04,-33.8,0.2,3,2016-07,10-20%
1206,CA-2017-133235,2017-08-01,2017-08-04,Consumer,Technology,Phones,Nortel Networks T7316 E Nt8 B27,South,North Carolina,Charlotte,271.96,17.0,0.2,5,2017-08,10-20%
1207,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Office Supplies,Storage,"Personal Folder Holder, Ebony",East,New York,New York City,11.21,3.36,0.0,1,2016-07,0%
1208,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Office Supplies,Binders,Acco Hanging Data Binders,East,New York,New York City,9.14,3.2,0.2,3,2016-07,10-20%
1209,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Office Supplies,Fasteners,Ideal Clamps,East,New York,New York City,14.07,6.89,0.0,7,2016-07,0%
1210,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Office Supplies,Art,Newell 315,East,New York,New York City,41.86,10.47,0.0,7,2016-07,0%
1211,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,East,New York,New York City,8.54,2.88,0.2,2,2016-07,10-20%
1212,CA-2016-137050,2016-07-14,2016-07-18,Corporate,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,East,New York,New York City,579.14,21.72,0.2,4,2016-07,10-20%
1213,US-2017-118087,2017-09-09,2017-09-13,Corporate,Furniture,Chairs,Global Low Back Tilter Chair,East,Pennsylvania,Philadelphia,141.37,-48.47,0.3,2,2017-09,>20%
1214,US-2017-118087,2017-09-09,2017-09-13,Corporate,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,East,Pennsylvania,Philadelphia,3.04,-2.33,0.7,2,2017-09,>20%
1215,US-2017-118087,2017-09-09,2017-09-13,Corporate,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",East,Pennsylvania,Philadelphia,4.5,-3.6,0.7,1,2017-09,>20%
1216,US-2017-118087,2017-09-09,2017-09-13,Corporate,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",East,Pennsylvania,Philadelphia,4.67,1.58,0.2,1,2017-09,10-20%
1217,US-2017-118087,2017-09-09,2017-09-13,Corporate,Technology,Accessories,Microsoft Sculpt Comfort Mouse,East,Pennsylvania,Philadelphia,95.88,28.76,0.2,3,2017-09,10-20%
1218,US-2017-118087,2017-09-09,2017-09-13,Corporate,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,Pennsylvania,Philadelphia,17.02,1.7,0.2,2,2017-09,10-20%
1219,US-2017-118087,2017-09-09,2017-09-13,Corporate,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,East,Pennsylvania,Philadelphia,258.7,64.67,0.2,3,2017-09,10-20%
1220,US-2017-118087,2017-09-09,2017-09-13,Corporate,Technology,Phones,Samsung Galaxy Note 2,East,Pennsylvania,Philadelphia,1931.96,-386.39,0.4,7,2017-09,>20%
1221,CA-2014-110184,2014-07-12,2014-07-16,Home Office,Office Supplies,Storage,Fellowes Super Stor/Drawer,West,California,Los Angeles,249.75,44.96,0.0,9,2014-07,0%
1222,CA-2014-110184,2014-07-12,2014-07-16,Home Office,Technology,Phones,GE DSL Phone Line Filter,West,California,Los Angeles,255.94,28.79,0.2,8,2014-07,10-20%
1223,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",East,New York,New York City,113.79,20.48,0.0,3,2016-12,0%
1224,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Technology,Accessories,Enermax Aurora Lite Keyboard,East,New York,New York City,78.15,34.39,0.0,1,2016-12,0%
1225,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,East,New York,New York City,1.73,0.6,0.2,1,2016-12,10-20%
1226,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Office Supplies,Paper,Easy-staple paper,East,New York,New York City,40.56,19.87,0.0,4,2016-12,0%
1227,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,East,New York,New York City,182.94,3.66,0.0,3,2016-12,0%
1228,CA-2016-126004,2016-12-04,2016-12-05,Consumer,Office Supplies,Storage,Fellowes Econo/Stor Drawers,East,New York,New York City,193.86,11.63,0.0,2,2016-12,0%
1229,CA-2017-100013,2017-11-06,2017-11-11,Consumer,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,California,Los Angeles,15.28,7.49,0.0,2,2017-11,0%
1230,CA-2017-100013,2017-11-06,2017-11-11,Consumer,Furniture,Furnishings,Dax Clear Box Frame,West,California,Los Angeles,8.73,2.97,0.0,1,2017-11,0%
1231,CA-2017-100013,2017-11-06,2017-11-11,Consumer,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,West,California,Los Angeles,5.68,1.76,0.0,2,2017-11,0%
1232,CA-2015-132570,2015-10-31,2015-11-02,Consumer,Office Supplies,Art,Design Ebony Sketching Pencil,East,New York,Buffalo,2.78,0.72,0.0,2,2015-10,0%
1233,CA-2015-132570,2015-10-31,2015-11-02,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,New York,Buffalo,79.96,35.98,0.0,2,2015-10,0%
1234,CA-2016-153682,2016-05-30,2016-06-01,Corporate,Technology,Copiers,Canon Imageclass D680 Copier / Fax,East,Ohio,Cincinnati,839.99,70.0,0.4,2,2016-05,>20%
1235,CA-2016-144344,2016-10-28,2016-10-28,Consumer,Furniture,Furnishings,24-Hour Round Wall Clock,South,Florida,Boynton Beach,47.95,13.79,0.2,3,2016-10,10-20%
1236,CA-2016-144344,2016-10-28,2016-10-28,Consumer,Office Supplies,Binders,Large Capacity Hanging Post Binders,South,Florida,Boynton Beach,37.43,-29.94,0.7,5,2016-10,>20%
1237,CA-2016-144344,2016-10-28,2016-10-28,Consumer,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,Florida,Boynton Beach,63.97,0.0,0.2,2,2016-10,10-20%
1238,CA-2016-144344,2016-10-28,2016-10-28,Consumer,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",South,Florida,Boynton Beach,165.05,41.26,0.2,3,2016-10,10-20%
1239,CA-2014-127012,2014-08-11,2014-08-15,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",West,Washington,Seattle,12.35,5.43,0.0,1,2014-08,0%
1240,CA-2014-127012,2014-08-11,2014-08-15,Consumer,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,West,Washington,Seattle,40.97,10.65,0.0,1,2014-08,0%
1241,CA-2014-127012,2014-08-11,2014-08-15,Consumer,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,Washington,Seattle,22.96,10.79,0.0,2,2014-08,0%
1242,CA-2016-128727,2016-08-29,2016-09-04,Home Office,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,East,New York,New York City,22.0,5.5,0.0,4,2016-08,0%
1243,US-2016-162859,2016-02-15,2016-02-22,Consumer,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,East,New York,New York City,398.35,124.49,0.2,3,2016-02,10-20%
1244,US-2016-162859,2016-02-15,2016-02-22,Consumer,Office Supplies,Fasteners,Advantus Push Pins,East,New York,New York City,8.72,3.58,0.0,4,2016-02,0%
1245,CA-2017-133641,2017-05-14,2017-05-21,Consumer,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,South,Mississippi,Gulfport,48.69,23.86,0.0,9,2017-05,0%
1246,CA-2014-168494,2014-12-12,2014-12-14,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,West,California,Fresno,764.69,95.59,0.2,6,2014-12,10-20%
1247,CA-2014-168494,2014-12-12,2014-12-14,Consumer,Furniture,Tables,Bretford Rectangular Conference Table Tops,West,California,Fresno,3610.85,135.41,0.2,12,2014-12,10-20%
1248,CA-2014-168494,2014-12-12,2014-12-14,Consumer,Furniture,Bookcases,Bestar Classic Bookcase,West,California,Fresno,254.97,12.0,0.15,3,2014-12,10-20%
1249,CA-2017-115602,2017-12-18,2017-12-24,Consumer,Office Supplies,Art,Staples in misc. colors,East,New York,New York City,38.82,17.47,0.0,6,2017-12,0%
1250,CA-2017-115602,2017-12-18,2017-12-24,Consumer,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,East,New York,New York City,1141.94,139.57,0.1,9,2017-12,0-10%
1251,CA-2017-115602,2017-12-18,2017-12-24,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,East,New York,New York City,1704.56,511.37,0.0,13,2017-12,0%
1252,CA-2017-115602,2017-12-18,2017-12-24,Consumer,Office Supplies,Art,Sanford Pocket Accent Highlighters,East,New York,New York City,3.2,1.38,0.0,2,2017-12,0%
1253,CA-2015-154956,2015-07-04,2015-07-09,Consumer,Technology,Phones,Mitel MiVoice 5330e IP Phone,Central,Wisconsin,Milwaukee,1099.96,285.99,0.0,4,2015-07,0%
1254,CA-2017-144638,2017-03-10,2017-03-14,Home Office,Office Supplies,Art,Newell 337,East,Pennsylvania,Chester,5.25,0.59,0.2,2,2017-03,10-20%
1255,CA-2017-144638,2017-03-10,2017-03-14,Home Office,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,East,Pennsylvania,Chester,35.91,-8.38,0.4,3,2017-03,>20%
1256,CA-2017-144638,2017-03-10,2017-03-14,Home Office,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,East,Pennsylvania,Chester,6.7,0.5,0.2,1,2017-03,10-20%
1257,CA-2017-144638,2017-03-10,2017-03-14,Home Office,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,East,Pennsylvania,Chester,43.87,11.52,0.2,2,2017-03,10-20%
1258,US-2016-168620,2016-12-24,2016-12-28,Home Office,Office Supplies,Binders,GBC Linen Binding Covers,South,North Carolina,Charlotte,27.88,-20.45,0.7,3,2016-12,>20%
1259,US-2016-168620,2016-12-24,2016-12-28,Home Office,Office Supplies,Storage,Tennsco Double-Tier Lockers,South,North Carolina,Charlotte,540.05,-47.25,0.2,3,2016-12,10-20%
1260,US-2016-168620,2016-12-24,2016-12-28,Home Office,Technology,Accessories,Microsoft Sculpt Comfort Mouse,South,North Carolina,Charlotte,255.68,76.7,0.2,8,2016-12,10-20%
1261,CA-2017-117079,2017-10-23,2017-10-27,Consumer,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Florida,Jacksonville,863.88,107.99,0.2,3,2017-10,10-20%
1262,US-2016-144393,2016-10-28,2016-11-04,Corporate,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,North Carolina,Greenville,17.62,-14.09,0.7,4,2016-10,>20%
1263,CA-2017-105053,2017-07-07,2017-07-09,Consumer,Office Supplies,Binders,Wilson Jones Active Use Binders,East,New York,Long Beach,17.47,6.33,0.2,3,2017-07,10-20%
1264,CA-2016-155992,2016-10-01,2016-10-02,Consumer,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Indiana,La Porte,69.9,18.87,0.0,2,2016-10,0%
1265,CA-2016-155992,2016-10-01,2016-10-02,Consumer,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,Central,Indiana,La Porte,41.85,10.88,0.0,5,2016-10,0%
1266,CA-2017-110380,2017-09-02,2017-09-07,Consumer,Office Supplies,Art,Pencil and Crayon Sharpener,West,California,San Francisco,6.57,1.77,0.0,3,2017-09,0%
1267,US-2014-167738,2014-12-24,2014-12-29,Corporate,Office Supplies,Storage,Letter Size Cart,West,California,Los Angeles,142.86,41.43,0.0,1,2014-12,0%
1268,US-2014-167738,2014-12-24,2014-12-29,Corporate,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",West,California,Los Angeles,292.27,18.27,0.2,6,2014-12,10-20%
1269,CA-2017-121412,2017-09-23,2017-09-27,Corporate,Furniture,Furnishings,Aluminum Document Frame,West,Colorado,Louisville,29.33,3.67,0.2,3,2017-09,10-20%
1270,CA-2017-100426,2017-06-04,2017-06-08,Consumer,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",South,Alabama,Florence,12.48,5.62,0.0,2,2017-06,0%
1271,US-2016-103646,2016-04-21,2016-04-26,Corporate,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,Central,Illinois,Chicago,102.34,-12.79,0.2,4,2016-04,10-20%
1272,US-2016-103646,2016-04-21,2016-04-26,Corporate,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,Central,Illinois,Chicago,48.79,-126.86,0.8,3,2016-04,>20%
1273,US-2016-103646,2016-04-21,2016-04-26,Corporate,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",Central,Illinois,Chicago,44.85,-67.27,0.8,8,2016-04,>20%
1274,CA-2016-119186,2016-05-26,2016-05-26,Consumer,Office Supplies,Paper,Xerox 212,Central,Texas,Fort Worth,10.37,3.63,0.2,2,2016-05,10-20%
1275,CA-2016-119186,2016-05-26,2016-05-26,Consumer,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Central,Texas,Fort Worth,388.43,-88.78,0.3,5,2016-05,>20%
1276,CA-2016-119186,2016-05-26,2016-05-26,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,Texas,Fort Worth,14.35,5.2,0.2,3,2016-05,10-20%
1277,CA-2016-119186,2016-05-26,2016-05-26,Consumer,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Central,Texas,Fort Worth,63.99,-7.2,0.2,1,2016-05,10-20%
1278,CA-2016-148698,2016-05-02,2016-05-07,Consumer,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,Texas,Houston,86.35,5.4,0.2,3,2016-05,10-20%
1279,CA-2014-163293,2014-09-08,2014-09-11,Corporate,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,South,Georgia,Macon,32.97,12.86,0.0,3,2014-09,0%
1280,CA-2014-163293,2014-09-08,2014-09-11,Corporate,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Georgia,Macon,83.88,30.2,0.0,4,2014-09,0%
1281,CA-2016-160815,2016-09-05,2016-09-06,Consumer,Technology,Phones,Geemarc AmpliPOWER60,Central,Iowa,Cedar Rapids,278.4,80.74,0.0,3,2016-09,0%
1282,CA-2017-122154,2017-04-09,2017-04-11,Consumer,Office Supplies,Labels,Avery 48,South,Florida,Jacksonville,15.12,4.91,0.2,3,2017-04,10-20%
1283,CA-2017-122154,2017-04-09,2017-04-11,Consumer,Office Supplies,Binders,Avery Arch Ring Binders,South,Florida,Jacksonville,17.43,-13.36,0.7,1,2017-04,>20%
1284,CA-2017-122154,2017-04-09,2017-04-11,Consumer,Office Supplies,Paper,Xerox 1915,South,Florida,Jacksonville,251.64,88.07,0.2,3,2017-04,10-20%
1285,US-2015-149692,2015-12-06,2015-12-12,Consumer,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,Central,Texas,Austin,2.77,-4.85,0.8,7,2015-12,>20%
1286,CA-2016-119445,2016-06-26,2016-07-03,Consumer,Office Supplies,Storage,Woodgrain Magazine Files by Perma,East,Rhode Island,Providence,14.9,1.04,0.0,5,2016-06,0%
1287,CA-2015-124268,2015-07-04,2015-07-08,Home Office,Office Supplies,Art,Colorific Watercolor Pencils,East,New York,New York City,15.48,4.49,0.0,3,2015-07,0%
1288,CA-2016-154711,2016-11-22,2016-11-26,Corporate,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,East,New York,New York City,39.88,11.17,0.0,2,2016-11,0%
1289,CA-2016-154711,2016-11-22,2016-11-26,Corporate,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,New York,New York City,12.19,4.11,0.2,4,2016-11,10-20%
1290,CA-2016-154711,2016-11-22,2016-11-26,Corporate,Office Supplies,Art,BIC Liqua Brite Liner,East,New York,New York City,20.82,7.5,0.0,3,2016-11,0%
1291,CA-2016-163384,2016-11-10,2016-11-12,Home Office,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,California,San Francisco,13.22,4.46,0.2,4,2016-11,10-20%
1292,CA-2016-163384,2016-11-10,2016-11-12,Home Office,Office Supplies,Paper,Xerox 1996,West,California,San Francisco,32.4,15.55,0.0,5,2016-11,0%
1293,CA-2015-101707,2015-08-27,2015-09-01,Consumer,Office Supplies,Supplies,Fiskars Softgrip Scissors,West,California,San Diego,32.94,9.22,0.0,3,2015-08,0%
1294,CA-2015-101707,2015-08-27,2015-09-01,Consumer,Office Supplies,Paper,Xerox 1973,West,California,San Diego,114.2,52.53,0.0,5,2015-08,0%
1295,CA-2015-101707,2015-08-27,2015-09-01,Consumer,Office Supplies,Labels,Avery 511,West,California,San Diego,3.08,1.48,0.0,1,2015-08,0%
1296,CA-2015-138898,2015-05-25,2015-05-29,Consumer,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Colorado,Pueblo,845.73,84.57,0.2,13,2015-05,10-20%
1297,CA-2017-115427,2017-12-30,2018-01-03,Corporate,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,California,Fairfield,13.9,4.52,0.2,2,2017-12,10-20%
1298,CA-2017-115427,2017-12-30,2018-01-03,Corporate,Office Supplies,Binders,GBC Binding covers,West,California,Fairfield,20.72,6.48,0.2,2,2017-12,10-20%
1299,CA-2016-134425,2016-12-08,2016-12-12,Corporate,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,Central,Minnesota,Saint Paul,114.95,2.3,0.0,5,2016-12,0%
1300,CA-2015-121391,2015-10-04,2015-10-07,Consumer,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",West,California,San Francisco,26.96,7.01,0.0,2,2015-10,0%
1301,CA-2016-137043,2016-12-23,2016-12-25,Consumer,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",South,Virginia,Springfield,572.76,166.1,0.0,6,2016-12,0%
1302,CA-2016-137043,2016-12-23,2016-12-25,Consumer,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",South,Virginia,Springfield,286.38,83.05,0.0,3,2016-12,0%
1303,CA-2015-115847,2015-09-19,2015-09-24,Home Office,Furniture,Bookcases,Sauder Cornerstone Collection Library,South,Virginia,Arlington,61.96,4.34,0.0,2,2015-09,0%
1304,US-2017-126179,2017-07-03,2017-07-07,Consumer,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",South,Georgia,Columbus,23.99,5.52,0.0,1,2017-07,0%
1305,US-2017-126179,2017-07-03,2017-07-07,Consumer,Technology,Phones,Pyle PMP37LED,South,Georgia,Columbus,287.97,77.75,0.0,3,2017-07,0%
1306,CA-2016-101966,2016-07-14,2016-07-16,Consumer,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Central,Texas,Houston,419.94,52.49,0.2,7,2016-07,10-20%
1307,CA-2016-141397,2016-06-20,2016-06-21,Consumer,Office Supplies,Paper,Xerox 1898,West,California,Pasadena,46.76,22.44,0.0,7,2016-06,0%
1308,CA-2016-141397,2016-06-20,2016-06-21,Consumer,Office Supplies,Binders,GBC Plastic Binding Combs,West,California,Pasadena,17.71,6.42,0.2,3,2016-06,10-20%
1309,CA-2016-141397,2016-06-20,2016-06-21,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,West,California,Pasadena,21.78,5.66,0.0,2,2016-06,0%
1310,CA-2016-141397,2016-06-20,2016-06-21,Consumer,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,West,California,Pasadena,161.94,9.72,0.0,3,2016-06,0%
1311,CA-2016-141397,2016-06-20,2016-06-21,Consumer,Furniture,Chairs,Hon Valutask Swivel Chairs,West,California,Pasadena,161.57,-8.08,0.2,2,2016-06,10-20%
1312,CA-2016-141082,2016-12-09,2016-12-13,Consumer,Office Supplies,Labels,Avery 517,East,Massachusetts,Lawrence,3.69,1.73,0.0,1,2016-12,0%
1313,CA-2016-141082,2016-12-09,2016-12-13,Consumer,Office Supplies,Labels,Avery 477,East,Massachusetts,Lawrence,122.12,56.18,0.0,4,2016-12,0%
1314,US-2016-134488,2016-09-24,2016-10-01,Consumer,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,East,Ohio,Columbus,155.37,-13.32,0.3,2,2016-09,>20%
1315,CA-2016-145919,2016-12-18,2016-12-23,Corporate,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",West,California,Los Angeles,38.88,18.66,0.0,6,2016-12,0%
1316,CA-2016-145919,2016-12-18,2016-12-23,Corporate,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",West,California,Los Angeles,183.84,62.51,0.0,8,2016-12,0%
1317,CA-2016-145919,2016-12-18,2016-12-23,Corporate,Office Supplies,Supplies,Premier Electric Letter Opener,West,California,Los Angeles,579.3,28.97,0.0,5,2016-12,0%
1318,CA-2017-157651,2017-12-10,2017-12-14,Consumer,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,East,Pennsylvania,Philadelphia,14.2,3.37,0.2,1,2017-12,10-20%
1319,CA-2014-160773,2014-07-01,2014-07-05,Corporate,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Florida,Deltona,575.92,71.99,0.2,2,2014-07,10-20%
1320,CA-2014-160773,2014-07-01,2014-07-05,Corporate,Office Supplies,Binders,Avery Durable Binders,South,Florida,Deltona,5.18,-3.63,0.7,6,2014-07,>20%
1321,CA-2017-167703,2017-02-03,2017-02-08,Consumer,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,East,Ohio,Cincinnati,5.23,-4.18,0.7,3,2017-02,>20%
1322,CA-2017-167703,2017-02-03,2017-02-08,Consumer,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",East,Ohio,Cincinnati,285.55,35.69,0.2,2,2017-02,10-20%
1323,CA-2017-121804,2017-03-03,2017-03-08,Consumer,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Kentucky,Murray,72.8,19.66,0.0,5,2017-03,0%
1324,CA-2017-162635,2017-10-09,2017-10-10,Consumer,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,South,North Carolina,Wilmington,10.82,3.52,0.2,4,2017-10,10-20%
1325,CA-2014-107153,2014-09-28,2014-10-03,Corporate,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",East,Massachusetts,Lawrence,46.26,12.49,0.0,3,2014-09,0%
1326,US-2014-117058,2014-05-27,2014-05-30,Consumer,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,Central,Illinois,Chicago,17.46,-30.56,0.8,6,2014-05,>20%
1327,CA-2015-120439,2015-06-14,2015-06-18,Home Office,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,Pennsylvania,Philadelphia,51.07,5.11,0.2,6,2015-06,10-20%
1328,CA-2016-128258,2016-03-30,2016-04-01,Corporate,Office Supplies,Paper,Xerox 188,East,Connecticut,Norwich,11.34,5.56,0.0,1,2016-03,0%
1329,CA-2017-106033,2017-10-15,2017-10-18,Home Office,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,West,California,San Francisco,87.92,26.38,0.0,4,2017-10,0%
1330,CA-2016-142762,2016-05-23,2016-05-27,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",West,California,San Francisco,37.05,16.3,0.0,3,2016-05,0%
1331,CA-2017-127705,2017-06-02,2017-06-06,Home Office,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,East,Ohio,Lorain,2.97,-0.64,0.4,1,2017-06,>20%
1332,CA-2017-127705,2017-06-02,2017-06-06,Home Office,Office Supplies,Storage,Advantus Rolling Storage Box,East,Ohio,Lorain,27.44,2.4,0.2,2,2017-06,10-20%
1333,CA-2014-122567,2014-02-16,2014-02-21,Consumer,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Central,Texas,Dallas,1.08,-1.73,0.8,3,2014-02,>20%
1334,CA-2014-122567,2014-02-16,2014-02-21,Consumer,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Central,Texas,Dallas,7.96,-13.93,0.8,2,2014-02,>20%
1335,CA-2014-121664,2014-05-06,2014-05-10,Home Office,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,West,California,Los Angeles,140.74,52.78,0.2,8,2014-05,10-20%
